crash_id,location_id
20231190,L669
20236012,L670
20233205,L263
20233074,L671
20233050,L230
20231045,L363
20231045,L363
20231205,L672
20234025,L673
20234025,L673
20231119,L25
20231272,L674
20233139,L185
20233043,L177
20231256,L675
20234018,L676
20231278,L677
20233008,L388
20234063,L174
20233069,L531
20234017,L618
20231029,L594
20231111,L678
20234034,L679
20231160,L530
20233224,L680
20231139,L470
20231303,L681
20231283,L682
20231141,L402
20231206,L682
20233017,L157
20231175,L683
20233073,L292
20233114,L684
20231064,L685
20233032,L34
20233063,L686
20231271,L687
20234094,L688
20231152,L689
20231068,L624
20233020,L690
20233134,L26
20233198,L41
20233198,L41
20231252,L691
20231227,L486
20231292,L530
20232065,L124
20232171,L375
20232063,L215
20232074,L95
20231288,L692
20232170,L693
20231133,L90
20231249,L694
20231171,L695
20233196,L391
20233245,L696
20231025,L697
20231244,L343
20232118,L698
20231128,L43
20232048,L699
20236004,L700
20232204,L636
20231251,L701
20231263,L522
20231078,L702
20233251,L703
20234077,L704
20236003,L705
20233246,L312
20232248,L706
20237008,L707
20232026,L708
20233170,L703
20233210,L709
20233076,L314
20233210,L709
20233131,L190
20233133,L710
20232124,L711
20232136,L104
20233183,L328
20232022,L482
20231168,L712
20232217,L440
20236016,L713
20231220,L714
20233195,L161
20231301,L715
20233167,L709
20233021,L29
20231106,L228
20231149,L255
20231226,L92
20236022,L634
20232084,L716
20232172,L434
20237023,L354
20237023,L354
20232154,L717
20234026,L718
20232103,L571
20232163,L719
20231163,L720
20231262,L721
20231262,L721
20231059,L465
20236011,L722
20234095,L6
20234095,L6
20234095,L6
20232205,L723
20234059,L724
20234066,L725
20232223,L300
20231010,L726
20231274,L695
20231188,L180
20231062,L727
20233191,L346
20234087,L548
20232150,L436
20233144,L531
20233208,L177
20233212,L146
20234032,L676
20232125,L698
20231234,L437
20233121,L396
20232081,L95
20233098,L159
20233070,L97
20233040,L100
20236027,L728
20232239,L541
20231245,L467
20231097,L729
20232152,L711
20231022,L228
20231022,L228
20231117,L622
20231117,L622
20231164,L525
20231019,L180
20233175,L730
20233015,L49
20231043,L17
20234057,L472
20234105,L731
20233214,L684
20234035,L732
20231067,L624
20231085,L733
20231026,L475
20233263,L661
20237021,L734
20231214,L605
20232181,L503
20231086,L735
20232076,L736
20233053,L433
20233250,L177
20233118,L737
20231011,L403
20232135,L738
20233035,L615
20237006,L739
20237006,L739
20233058,L531
20233264,L377
20232005,L740
20234005,L725
20231012,L741
20231158,L742
20231248,L743
20234006,L744
20233204,L531
20233027,L646
20232146,L459
20233162,L190
20232182,L745
20232042,L746
20231165,L747
20233143,L748
20231297,L279
20232023,L571
20233153,L115
20232094,L708
20231074,L511
20233059,L276
20233014,L131
20232051,L291
20232051,L291
20231195,L749
20231005,L20
20232252,L651
20234109,L303
20231136,L750
20234052,L76
20234056,L538
20232033,L751
20232116,L261
20232189,L123
20233169,L752
20233169,L752
20232245,L753
20231255,L402
20231057,L754
20233229,L405
20231238,L273
20234062,L725
20234048,L755
20232214,L756
20231150,L757
20231150,L757
20233093,L451
20231109,L758
20233247,L759
20232224,L760
20232069,L459
20232004,L643
20233066,L170
20231101,L307
20232190,L187
20233001,L347
20232025,L629
20231289,L761
20233045,L762
20231036,L90
20233223,L763
20231264,L764
20233249,L428
20232256,L434
20231035,L765
20231159,L20
20232215,L237
20232031,L766
20231242,L749
20231242,L749
20231046,L767
20231087,L768
20236007,L634
20231070,L417
20231201,L386
20233234,L619
20233209,L496
20233094,L355
20231200,L769
20232257,L770
20231146,L771
20231028,L772
20233029,L190
20233254,L73
20233241,L773
20231089,L774
20233180,L565
20233193,L163
20232225,L289
20231027,L768
20231180,L721
20231156,L417
20231092,L180
20231162,L775
20236017,L776
20233117,L777
20233119,L778
20233123,L115
20234036,L779
20232153,L434
20233152,L69
20232138,L780
20234011,L781
20233105,L140
20232258,L782
20233232,L479
20231204,L477
20234071,L783
20231259,L665
20232210,L305
20232210,L305
20232210,L305
20232210,L305
20233181,L496
20232087,L261
20237005,L326
20232131,L784
20232131,L784
20233135,L148
20231153,L785
20236005,L786
20232068,L736
20232007,L430
20233102,L787
20233005,L328
20231291,L361
20234038,L788
20232057,L789
20233252,L601
20233252,L601
20233213,L97
20232143,L790
20234012,L791
20231207,L749
20233013,L234
20231221,L238
20233211,L190
20231210,L792
20233108,L292
20231090,L477
20232127,L427
20232017,L265
20233016,L112
20233004,L793
20233004,L793
20233004,L793
20231053,L336
20234010,L794
20233163,L795
20233237,L131
20233097,L796
20231007,L344
20231135,L797
20233222,L93
20234082,L798
20233095,L799
20231034,L48
20232186,L800
20237001,L667
20231008,L801
20233006,L157
20231040,L404
20231075,L665
20233140,L346
20233185,L405
20232034,L265
20232133,L358
20232173,L802
20234080,L803
20234106,L444
20233019,L627
20232232,L302
20233038,L804
20232199,L432
20232231,L805
20231071,L806
20231113,L807
20232157,L325
20234091,L174
20233201,L362
20231042,L408
20231225,L808
20231147,L20
20234004,L732
20238003,L103
20231073,L809
20234015,L810
20231280,L109
20231047,L747
20231083,L811
20232247,L782
20232145,L345
20233109,L292
20234045,L724
20232222,L156
20231294,L812
20231039,L481
20231127,L726
20231184,L624
20232216,L629
20233087,L269
20233022,L565
20232020,L813
20236014,L814
20232006,L643
20233142,L204
20231268,L815
20231183,L761
20231258,L327
20232147,L374
20234016,L816
20233132,L5
20233018,L298
20233206,L817
20232050,L191
20231100,L818
20234085,L209
20231037,L819
20231218,L665
20233233,L7
20233238,L355
20232218,L698
20231177,L820
20233002,L821
20232202,L566
20231051,L530
20231126,L822
20233160,L54
20233103,L479
20232187,L503
20232255,L365
20231009,L505
20233146,L29
20232126,L473
20231018,L823
20233262,L633
20231021,L12
20232242,L824
20233128,L69
20232107,L789
20234001,L203
20237009,L825
20236019,L826
20231300,L827
20232086,L828
20233024,L829
20232002,L503
20231138,L830
20233125,L489
20232251,L831
20233067,L285
20233190,L832
20233240,L609
20233030,L796
20232030,L833
20233166,L177
20232056,L834
20233044,L376
20231211,L33
20232121,L835
20231187,L404
20236031,L836
20232114,L837
20233088,L368
20237012,L838
20233150,L703
20231033,L839
20231082,L603
20231167,L460
20233126,L118
20231174,L840
20231286,L806
20232166,L841
20231170,L120
20231193,L101
20233039,L652
20231185,L842
20233075,L396
20232235,L843
20236029,L649
20231253,L256
20233089,L355
20231157,L844
20231157,L844
20231157,L844
20231157,L844
20231157,L844
20231157,L844
20231157,L844
20231157,L844
20231157,L844
20231157,L844
20232108,L845
20231194,L516
20233090,L93
20233104,L39
20236034,L836
20231118,L846
20234107,L847
20232158,L258
20233079,L405
20232079,L258
20231219,L320
20231140,L848
20231080,L344
20231116,L683
20234013,L847
20233007,L763
20232038,L849
20231079,L758
20231151,L850
20232035,L440
20231243,L809
20233065,L146
20233203,L763
20233148,L556
20234089,L851
20233172,L355
20231260,L32
20233256,L29
20234102,L303
20234102,L303
20231236,L461
20233186,L653
20231228,L852
20232209,L608
20234044,L853
20233072,L854
20231122,L1
20233179,L855
20233192,L75
20232052,L636
20234078,L211
20232260,L507
20233112,L157
20233083,L393
20233197,L181
20232080,L199
20231084,L189
20233199,L54
20234022,L856
20233113,L857
20231273,L846
20236032,L858
20233137,L34
20232085,L859
20232085,L859
20231266,L860
20233151,L161
20233116,L166
20233116,L166
20231295,L861
20233127,L637
20231024,L862
20231279,L809
20233011,L218
20234086,L863
20234058,L864
20231061,L865
20231016,L771
20236010,L866
20233130,L172
20236024,L858
20234055,L194
20233173,L531
20233071,L73
20231241,L867
20233054,L453
20231048,L868
20232180,L698
20231284,L25
20231222,L25
20233235,L684
20233243,L468
20232102,L834
20233062,L709
20233242,L478
20234051,L869
20233034,L112
20231247,L850
20231247,L850
20231072,L386
20231125,L614
20231032,L71
20231032,L71
20231032,L71
20231032,L71
20236008,L870
20231293,L871
20231065,L142
20234002,L378
20231063,L839
20233226,L131
20234088,L679
20233106,L652
20231191,L117
20233215,L829
20231137,L872
20232208,L383
20231176,L122
20231217,L669
20232207,L297
20231298,L873
20232043,L266
20232238,L258
20233026,L696
20237007,L874
20231142,L256
20231290,L233
20231154,L256
20231002,L875
20231015,L101
20233033,L145
20234101,L876
20233046,L66
20236018,L877
20231004,L15
20231066,L878
20232129,L473
20232129,L473
20232228,L879
20233107,L489
20233141,L531
20233141,L531
20233141,L531
20234070,L880
20231124,L20
20233009,L292
20233091,L276
20231081,L504
20231131,L881
20233086,L64
20232032,L736
20232032,L736
20232032,L736
20232032,L736
20232032,L736
20231203,L882
20231148,L674
20233248,L317
20231050,L361
20232159,L831
20232029,L432
20233230,L377
20234104,L399
20231192,L674
20234098,L880
20231132,L883
20231132,L883
20231132,L883
20231132,L883
20233042,L218
20231224,L43
20231003,L884
20233064,L298
20231254,L885
20233060,L161
20233061,L166
20233115,L558
20233260,L418
20233227,L671
20231230,L797
20236020,L886
20234019,L644
20234096,L755
20231232,L721
20234064,L384
20232117,L541
20231054,L614
20233049,L887
20234093,L888
20231287,L467
20231299,L889
20233244,L292
20231179,L890
20231267,L891
20231265,L43
20233084,L892
20231269,L143
20231269,L143
20231269,L143
20233025,L893
20234037,L894
20234037,L894
20234030,L664
20231144,L895
20233207,L218
20234060,L724
20233099,L14
20232014,L896
20231216,L897
20234069,L898
20231172,L742
20233177,L250
20232064,L736
20232064,L736
20231120,L899
20231030,L900
20233257,L892
20233057,L737
20233178,L218
20231233,L210
20231233,L210
20231233,L210
20234008,L744
20232175,L86
20232197,L901
20231186,L897
20232212,L215
20231235,L902
20233219,L136
20232151,L813
20233010,L903
20231058,L862
20236015,L904
20232070,L258
20234054,L349
20237002,L905
20232206,L906
20232206,L906
20234090,L168
20231049,L447
20232220,L360
20231134,L907
20234041,L908
20233217,L355
20231239,L402
20231202,L909
20234009,L910
20233194,L653
20233187,L489
20231105,L205
20232134,L911
20231077,L912
20231031,L117
20234065,L876
20232091,L252
20236023,L913
20234024,L914
20234024,L914
20232010,L915
20233077,L102
20231094,L614
20231055,L889
20231270,L48
20231246,L403
20231275,L45
20237020,L825
20234100,L916
20234073,L917
20233220,L918
20236002,L919
20231110,L920
20233028,L478
20234074,L910
20233168,L752
20234047,L921
20233171,L606
20233055,L276
20232109,L244
20234049,L755
20231114,L922
20231093,L129
20234050,L923
20231130,L12
20231130,L12
20233261,L172
20233218,L425
20231257,L339
20233159,L118
20231112,L924
20233096,L671
20231121,L320
20232011,L636
20231237,L925
20231096,L926
20233202,L627
20231017,L105
20231017,L105
20232229,L191
20233216,L34
20231169,L927
20231181,L928
20231215,L929
20231199,L38
20236030,L930
20234092,L931
20231212,L729
20234040,L932
20231208,L697
20231069,L92
20232149,L933
20233082,L934
20232140,L935
20232167,L936
20232075,L784
20234028,L937
20231276,L492
20234072,L938
20234075,L939
20232053,L879
20233037,L346
20233048,L855
20234014,L940
20232055,L699
20232148,L941
20232060,L570
20232060,L570
20232162,L383
20232100,L942
20232233,L215
20236033,L107
20232105,L383
20232013,L943
20233225,L646
20232221,L944
20233147,L26
20234076,L945
20232176,L831
20231006,L946
20233023,L5
20233182,L34
20232132,L375
20232160,L123
20232036,L364
20233041,L637
20232179,L947
20232041,L849
20232041,L849
20232253,L948
20233080,L949
20231197,L114
20233124,L185
20233236,L96
20231213,L950
20234081,L744
20231041,L951
20233101,L653
20232155,L366
20231282,L663
20234103,L952
20234097,L953
20232003,L331
20231196,L58
20232078,L954
20233149,L119
20233149,L119
20232164,L160
20231001,L514
20231060,L955
20233188,L485
20233129,L887
20232161,L698
20233003,L737
20231166,L956
20232234,L957
20236001,L958
20231277,L959
20234039,L960
20233047,L161
20234043,L961
20231014,L955
20233031,L172
20233164,L218
20234003,L962
20237004,L963
20234023,L964
20232039,L965
20232092,L966
20233239,L190
20233158,L39
20232008,L967
20232139,L495
20231013,L968
20231123,L57
20231123,L57
20232019,L969
20236021,L634
20238002,L103
20232122,L381
20232122,L381
20232111,L970
20234007,L971
20231240,L822
20231099,L105
20231161,L972
20231099,L105
20232259,L973
20233174,L396
20233174,L396
20233174,L396
20232101,L753
20232120,L244
20236013,L443
20233253,L464
20231209,L415
20231107,L84
20234083,L864
20234083,L864
20234046,L731
20233092,L64
20232082,L520
20232177,L215
20232177,L215
20232177,L215
20232177,L215
20233255,L387
20232142,L974
20221099,L207
20221136,L975
20221056,L674
20221035,L262
20221187,L862
20221203,L50
20223053,L292
20223053,L292
20223053,L292
20221170,L475
20221220,L862
20221184,L702
20224015,L53
20221079,L976
20221252,L186
20221252,L186
20224050,L977
20223141,L978
